token,name,unique
"bjzzle","AddToCart","false"
"87no7s","CompleteRegistration","false"
"6p0cbh","Login","false"
"a2iz1y","OldRegPurchase","false"
"h759bt","OpenBLanding","false"
"sf9sic","Purchase","false"
"mydpm6","TPFirstDeposit","false"
