token,name,unique
"k43u5u","AddToCart","false"
"ajsul9","CompleteRegistration","false"
"cy06x4","Login","false"
"w1ebqw","OldRegPurchase","false"
"obtq6c","OpenBLanding","false"
"y2qcx6","Purchase","false"
"ej1l21","TPFirstDeposit","false"
